"id","專案區位","專案代碼","專案名稱","系統樹木","專案樹木","樹種編號","樹種名稱","X坐標","Y坐標","狀況","註記","樹木備註","樹高（公尺）","胸徑（公分）","調查備註","調查時間","碳儲存量","推估年碳吸存量"
"2444","臺中港","61","台中港植栽第一區","2581","794","0373","欖仁","120.534389","24.277637","枯萎","無",,"4.2","12.1","無","2025-04-15 00:00:00","32.13","2.97"
"2445","臺中港","61","台中港植栽第一區","2582","795","0160","苦楝","120.534404","24.277671","傾斜","無",,"3","4.4","無","2025-04-15 00:00:00","3.29","0.76"
"2446","臺中港","61","台中港植栽第一區","2583","796","0160","苦楝","120.534417","24.277707","傾斜","無",,"3.4","5.4","無","2025-04-15 00:00:00","5.62","1.08"
"2447","臺中港","61","台中港植栽第一區","2584","797","0160","苦楝","120.534433","24.277739","正常","無",,"4","5.4","無","2025-04-15 00:00:00","6.61","1.27"
"2448","臺中港","61","台中港植栽第一區","2585","798","0373","欖仁","120.534452","24.277783","正常","無",,"6.1","18.5","無","2025-04-15 00:00:00","109.07","6.91"
"2449","臺中港","61","台中港植栽第一區","2586","799","0373","欖仁","120.534469","24.277823","正常","無",,"6.2","19.2","無","2025-04-15 00:00:00","119.41","7.32"
"2450","臺中港","61","台中港植栽第一區","2587","800","0373","欖仁","120.534488","24.277865","正常","無",,"6.1","16.9","無","2025-04-15 00:00:00","91.02","6.25"
"2451","臺中港","61","台中港植栽第一區","2588","801","0373","欖仁","120.534507","24.277909","正常","無",,"4.7","19.4","無","2025-04-15 00:00:00","92.41","5.62"
"2452","臺中港","61","台中港植栽第一區","2589","802","0160","苦楝","120.534526","24.277953","正常","無",,"3.2","4.2","無","2025-04-15 00:00:00","3.2","0.77"
"2453","臺中港","61","台中港植栽第一區","2590","803","0160","苦楝","120.534539","24.277986","正常","無",,"3.2","4.4","無","2025-04-15 00:00:00","3.51","0.81"
"2454","臺中港","61","台中港植栽第一區","2591","804","0373","欖仁","120.53455","24.278012","正常","無",,"6.5","27.3","無","2025-04-15 00:00:00","253.09","11.35"
"2455","臺中港","61","台中港植栽第一區","2592","805","0373","欖仁","120.534563","24.278047","正常","無",,"4.6","15.7","無","2025-04-15 00:00:00","59.24","4.34"
"2456","臺中港","61","台中港植栽第一區","2593","806","0160","苦楝","120.534593","24.278116","正常","無",,"3.3","3.4","無","2025-04-15 00:00:00","2.16","0.64"
"2457","臺中港","61","台中港植栽第一區","2594","807","0160","苦楝","120.534608","24.278152","正常","無",,"3.1","5.7","無","2025-04-15 00:00:00","5.71","1.04"
"2458","臺中港","61","台中港植栽第一區","2595","808","0373","欖仁","120.534634","24.278216","正常","無",,"5.1","21.7","無","2025-04-15 00:00:00","125.46","6.91"
"2459","臺中港","61","台中港植栽第一區","2596","809","0160","苦楝","120.53465","24.278247","枯萎","無",,"3.7","4.5","無","2025-04-15 00:00:00","4.24","0.97"
"2460","臺中港","61","台中港植栽第一區","2597","810","0160","苦楝","120.534665","24.278285","枯萎","無",,"3.5","4.7","無","2025-04-15 00:00:00","4.38","0.96"
"2461","臺中港","61","台中港植栽第一區","2598","811","0160","苦楝","120.534681","24.278321","枯萎","無",,"3.4","6.4","無","2025-04-15 00:00:00","7.89","1.3"
"2462","臺中港","61","台中港植栽第一區","2599","812","0160","苦楝","120.534705","24.278368","傾斜","無",,"2.8","4.7","無","2025-04-15 00:00:00","3.5","0.77"
"2463","臺中港","61","台中港植栽第一區","2600","813","0160","苦楝","120.534715","24.278401","正常","無",,"5.2","7.8","無","2025-04-15 00:00:00","17.92","2.47"
"2464","臺中港","61","台中港植栽第一區","2601","814","0373","欖仁","120.53473","24.278436","正常","無",,"7.9","26.3","無","2025-04-15 00:00:00","285.48","13.24"
"2465","臺中港","61","台中港植栽第一區","2602","815","0373","欖仁","120.534744","24.278474","正常","無",,"8.4","26.4","無","2025-04-15 00:00:00","305.86","14.13"
"2466","臺中港","61","台中港植栽第一區","2603","816","0373","欖仁","120.53477","24.278526","正常","無",,"6.3","15.5","無","2025-04-15 00:00:00","79.07","5.87"
"2467","臺中港","61","台中港植栽第一區","2604","817","0373","欖仁","120.534785","24.278565","正常","無",,"6.9","23","無","2025-04-15 00:00:00","190.69","9.96"
"2468","臺中港","61","台中港植栽第一區","2605","818","0124","阿勒勃","120.534809","24.27861","枯萎","無",,"7.5","18.1","無","2025-04-15 00:00:00","214.21","13.85"
"2469","臺中港","61","台中港植栽第一區","2606","819","0373","欖仁","120.53483","24.278665","正常","無",,"8.2","30.1","無","2025-04-15 00:00:00","388.13","15.97"
"2470","臺中港","61","台中港植栽第一區","2607","820","0160","苦楝","120.534848","24.278712","枯萎","無",,"3.1","4.9","無","2025-04-15 00:00:00","4.22","0.88"
"2471","臺中港","61","台中港植栽第一區","2608","821","0160","苦楝","120.534868","24.27875","正常","無",,"3","5.2","無","2025-04-15 00:00:00","4.6","0.91"
"2472","臺中港","61","台中港植栽第一區","2609","822","0373","欖仁","120.534885","24.278798","正常","無",,"7.5","21.4","無","2025-04-15 00:00:00","179.44","9.99"
"2473","臺中港","61","台中港植栽第一區","2610","823","0124","阿勒勃","120.534909","24.278853","正常","無",,"9.1","22.1","無","2025-04-15 00:00:00","387.47","20.98"
"2474","臺中港","61","台中港植栽第一區","2611","824","0373","欖仁","120.534929","24.278904","正常","無",,"6.2","20","無","2025-04-15 00:00:00","129.56","7.67"
"2475","臺中港","61","台中港植栽第一區","2612","825","0373","欖仁","120.534948","24.278944","正常","無",,"6.2","18.1","無","2025-04-15 00:00:00","106.12","6.86"
"2476","臺中港","61","台中港植栽第一區","2613","826","0373","欖仁","120.534941","24.279483","正常","無",,"6.2","22.9","無","2025-04-16 00:00:00","169.86","8.91"
"2477","臺中港","61","台中港植栽第一區","2614","827","0373","欖仁","120.534978","24.279558","正常","無",,"6.2","19.4","無","2025-04-16 00:00:00","121.91","7.4"
"2478","臺中港","61","台中港植栽第一區","2615","828","0373","欖仁","120.535","24.2796","正常","無",,"6.2","23.9","無","2025-04-16 00:00:00","185.02","9.34"
"2479","臺中港","61","台中港植栽第一區","2616","829","0124","阿勒勃","120.535012","24.279641","枯萎","無",,"7.6","16.6","無","2025-04-16 00:00:00","182.58","12.75"
"2480","臺中港","61","台中港植栽第一區","2617","830","0373","欖仁","120.535022","24.279666","正常","無",,"7.9","27.5","無","2025-04-16 00:00:00","312.12","13.91"
"2481","臺中港","61","台中港植栽第一區","2618","831","0373","欖仁","120.535035","24.279698","正常","無",,"7.6","21.6","無","2025-04-16 00:00:00","185.25","10.23"
"2482","臺中港","61","台中港植栽第一區","2619","832","0373","欖仁","120.535058","24.279741","正常","無",,"6.5","21.1","無","2025-04-16 00:00:00","151.19","8.52"
"2483","臺中港","61","台中港植栽第一區","2620","833","0373","欖仁","120.535159","24.279985","正常","無",,"6.4","20.5","無","2025-04-16 00:00:00","140.51","8.13"
"2484","臺中港","61","台中港植栽第一區","2621","834","0373","欖仁","120.535181","24.280027","正常","無",,"10.5","23.9","無","2025-04-16 00:00:00","313.34","15.82"
"2485","臺中港","61","台中港植栽第一區","2622","835","0124","阿勒勃","120.535194","24.280071","正常","無",,"8.5","25.2","無","2025-04-16 00:00:00","470.58","22.67"
"2486","臺中港","61","台中港植栽第一區","2623","836","0373","欖仁","120.535288","24.280272","正常","無",,"5.5","22.7","無","2025-04-16 00:00:00","148.06","7.83"
"2487","臺中港","61","台中港植栽第一區","2624","837","0373","欖仁","120.535388","24.280537","正常","無",,"7","21","無","2025-04-16 00:00:00","161.28","9.13"
"2488","臺中港","61","台中港植栽第一區","2625","838","0373","欖仁","120.535404","24.280565","正常","無",,"9.7","25.8","無","2025-04-16 00:00:00","337.32","15.91"
"2489","臺中港","61","台中港植栽第一區","2626","839","0124","阿勒勃","120.535421","24.280609","正常","無",,"9.7","23.4","無","2025-04-16 00:00:00","463.04","23.82"
"2490","臺中港","61","台中港植栽第一區","2627","840","0373","欖仁","120.535475","24.280721","正常","無",,"5.3","14.6","無","2025-04-16 00:00:00","59.02","4.62"
"2491","臺中港","61","台中港植栽第一區","2628","841","0373","欖仁","120.535622","24.281069","正常","無",,"6.4","21","無","2025-04-16 00:00:00","147.45","8.35"
"2492","臺中港","61","台中港植栽第一區","2629","842","0373","欖仁","120.535635","24.281102","正常","無",,"6.4","15.5","無","2025-04-16 00:00:00","80.33","5.96"
"2493","臺中港","61","台中港植栽第一區","2630","843","0373","欖仁","120.535651","24.28113","正常","無",,"8.7","20.7","無","2025-04-16 00:00:00","194.76","11.17"
"2494","臺中港","61","台中港植栽第一區","2631","844","0373","欖仁","120.535766","24.281306","正常","無",,"7.2","20.8","無","2025-04-16 00:00:00","162.74","9.29"
"2495","臺中港","61","台中港植栽第一區","2632","845","0373","欖仁","120.53563","24.280982","正常","無",,"7.9","23.5","無","2025-04-16 00:00:00","227.93","11.68"
"2496","臺中港","61","台中港植栽第一區","2633","846","0373","欖仁","120.535432","24.280512","正常","無",,"4.4","10.4","無","2025-04-16 00:00:00","24.86","2.64"
"2497","臺中港","61","台中港植栽第一區","2634","847","0373","欖仁","120.535369","24.280355","正常","無",,"4.5","12.4","無","2025-04-16 00:00:00","36.15","3.27"
"2498","臺中港","61","台中港植栽第一區","2635","848","0373","欖仁","120.535204","24.27996","正常","無",,"6.1","21.2","無","2025-04-16 00:00:00","143.23","8.04"
"2499","臺中港","61","台中港植栽第一區","2636","849","0373","欖仁","120.53515","24.279816","正常","無",,"4.5","17.5","無","2025-04-16 00:00:00","72","4.79"
"2500","臺中港","61","台中港植栽第一區","2637","850","0373","欖仁","120.53513","24.279756","正常","無",,"5.1","19","無","2025-04-16 00:00:00","96.19","5.95"
"2501","臺中港","61","台中港植栽第一區","2638","851","0373","欖仁","120.535098","24.279684","正常","無",,"6","11.5","無","2025-04-16 00:00:00","41.46","4.01"
"2502","臺中港","61","台中港植栽第一區","2639","852","0160","苦楝","120.535155","24.279423","正常","無",,"3.4","4.7","無","2025-04-16 00:00:00","4.25","0.93"
"2503","臺中港","61","台中港植栽第一區","2640","853","0373","欖仁","120.53517","24.279458","正常","無",,"6.9","25.2","無","2025-04-16 00:00:00","228.92","11.03"
"2504","臺中港","61","台中港植栽第一區","2641","854","0373","欖仁","120.535186","24.279498","正常","無",,"7","24.5","無","2025-04-16 00:00:00","219.51","10.84"
"2505","臺中港","61","台中港植栽第一區","2642","855","0373","欖仁","120.535202","24.279539","正常","無",,"6.7","17.8","無","2025-04-16 00:00:00","110.9","7.28"
"2506","臺中港","61","台中港植栽第一區","2643","856","0373","欖仁","120.535222","24.279586","正常","無",,"6.9","22.8","無","2025-04-16 00:00:00","187.39","9.87"
"2507","臺中港","61","台中港植栽第一區","2644","857","0124","阿勒勃","120.535243","24.279629","枯萎","無",,"8.2","18.2","無","2025-04-16 00:00:00","236.8","15.23"
"2508","臺中港","61","台中港植栽第一區","2645","858","0373","欖仁","120.53526","24.279675","正常","無",,"8.1","28.7","無","2025-04-16 00:00:00","348.56","14.96"
"2509","臺中港","61","台中港植栽第一區","2646","859","0373","欖仁","120.535282","24.27972","正常","無",,"6.6","18.2","無","2025-04-16 00:00:00","114.21","7.35"
"2510","臺中港","61","台中港植栽第一區","2647","860","0373","欖仁","120.535295","24.279759","正常","無",,"6.8","20.4","無","2025-04-16 00:00:00","147.84","8.59"
"2511","臺中港","61","台中港植栽第一區","2648","861","0373","欖仁","120.535316","24.279803","正常","無",,"5.5","11.6","無","2025-04-16 00:00:00","38.66","3.72"
"2512","臺中港","61","台中港植栽第一區","2649","862","0124","阿勒勃","120.535335","24.279852","枯萎","無",,"7.4","21.5","無","2025-04-16 00:00:00","298.21","16.54"
"2513","臺中港","61","台中港植栽第一區","2650","863","0373","欖仁","120.535358","24.279903","正常","無",,"3.8","13.3","無","2025-04-16 00:00:00","35.12","2.99"
"2514","臺中港","61","台中港植栽第一區","2651","864","0373","欖仁","120.535374","24.279939","正常","無",,"7","24.2","無","2025-04-16 00:00:00","214.17","10.69"
"2515","臺中港","61","台中港植栽第一區","2652","865","0373","欖仁","120.535389","24.279979","正常","無",,"7","22.7","無","2025-04-16 00:00:00","188.44","9.96"
"2516","臺中港","61","台中港植栽第一區","2653","866","0373","欖仁","120.535404","24.280014","正常","無",,"6.9","22.9","無","2025-04-16 00:00:00","189.04","9.91"
"2517","臺中港","61","台中港植栽第一區","2654","867","0124","阿勒勃","120.535423","24.280062","正常","無",,"7.6","18.4","無","2025-04-16 00:00:00","224.32","14.29"
"2518","臺中港","61","台中港植栽第一區","2655","868","0373","欖仁","120.535446","24.280106","正常","無",,"7","25.3","無","2025-04-16 00:00:00","234.08","11.24"
"2519","臺中港","61","台中港植栽第一區","2656","869","0373","欖仁","120.535462","24.280151","正常","無",,"6.6","20.7","無","2025-04-16 00:00:00","147.75","8.47"
"2520","臺中港","61","台中港植栽第一區","2657","870","0373","欖仁","120.535485","24.2802","正常","無",,"6.3","21.5","無","2025-04-16 00:00:00","152.14","8.44"
"2521","臺中港","61","台中港植栽第一區","2658","871","0373","欖仁","120.535502","24.280242","正常","無",,"6.8","18.2","無","2025-04-16 00:00:00","117.67","7.57"
"2522","臺中港","61","台中港植栽第一區","2659","872","0160","苦楝","120.535531","24.280312","枯萎","無",,"2.8","3.7","無","2025-04-16 00:00:00","2.17","0.59"
"2523","臺中港","61","台中港植栽第一區","2660","873","0160","苦楝","120.535544","24.280346","正常","無",,"2.9","4.9","無","2025-04-16 00:00:00","3.94","0.83"
"2524","臺中港","61","台中港植栽第一區","2661","874","0160","苦楝","120.535563","24.280388","正常","無",,"2.1","4","無","2025-04-16 00:00:00","1.9","0.49"
"2525","臺中港","61","台中港植栽第一區","2662","875","0373","欖仁","120.535576","24.28042","正常","無",,"5.9","17.3","無","2025-04-16 00:00:00","92.25","6.21"
"2526","臺中港","61","台中港植栽第一區","2663","876","0373","欖仁","120.535597","24.280469","正常","無",,"5.4","17.8","無","2025-04-16 00:00:00","89.38","5.87"
"2527","臺中港","61","台中港植栽第一區","2664","877","0160","苦楝","120.535611","24.280505","正常","無",,"3.6","5.7","無","2025-04-16 00:00:00","6.63","1.21"
"2528","臺中港","61","台中港植栽第一區","2665","878","0160","苦楝","120.53563","24.280539","正常","無",,"3.9","5.8","無","2025-04-16 00:00:00","7.43","1.34"
"2529","臺中港","61","台中港植栽第一區","2666","879","0373","欖仁","120.535638","24.280562","正常","無",,"7","25.9","無","2025-04-16 00:00:00","245.32","11.53"
"2530","臺中港","61","台中港植栽第一區","2667","880","0373","欖仁","120.535653","24.280599","正常","無",,"6.2","17.9","無","2025-04-16 00:00:00","103.78","6.78"
"2531","臺中港","61","台中港植栽第一區","2668","881","0373","欖仁","120.535667","24.280635","正常","無",,"5","19.1","無","2025-04-16 00:00:00","95.29","5.88"
"2532","臺中港","61","台中港植栽第一區","2669","882","0160","苦楝","120.535713","24.280741","正常","無",,"4.7","6.4","無","2025-04-16 00:00:00","10.91","1.79"
"2533","臺中港","61","台中港植栽第一區","2670","883","0373","欖仁","120.535726","24.28077","正常","無",,"5.1","18.3","無","2025-04-16 00:00:00","89.23","5.71"
"2534","臺中港","61","台中港植栽第一區","2671","884","0160","苦楝","120.5357382","24.28079959","正常","無",,"3","5.5","無","2025-04-16 00:00:00","5.14","0.97"
"2535","臺中港","61","台中港植栽第一區","2672","885","0373","欖仁","120.53576","24.280851","正常","無",,"5.4","16.8","無","2025-04-16 00:00:00","79.62","5.5"
"2536","臺中港","61","台中港植栽第一區","2673","886","0373","欖仁","120.53578","24.280898","正常","無",,"6.2","21.2","無","2025-04-16 00:00:00","145.58","8.17"
"2537","臺中港","61","台中港植栽第一區","2674","887","0124","阿勒勃","120.535803","24.280945","正常","無",,"8.1","19.2","無","2025-04-16 00:00:00","260.32","15.97"
"2538","臺中港","61","台中港植栽第一區","2675","888","0160","苦楝","120.535813","24.280975","正常","無",,"3.2","5.1","無","2025-04-16 00:00:00","4.71","0.96"
"2539","臺中港","61","台中港植栽第一區","2676","889","0160","苦楝","120.53583","24.281009","正常","無",,"3.1","6.1","無","2025-04-16 00:00:00","6.53","1.13"
"2540","臺中港","61","台中港植栽第一區","2677","890","0373","欖仁","120.535843","24.281042","正常","無",,"6.3","20.3","無","2025-04-16 00:00:00","135.63","7.92"
"2541","臺中港","61","台中港植栽第一區","2678","891","0373","欖仁","120.535861","24.281088","正常","無",,"6.4","23.8","無","2025-04-16 00:00:00","189.39","9.6"
"2542","臺中港","61","台中港植栽第一區","2679","892","0373","欖仁","120.535879","24.281137","正常","無",,"6.5","21.8","無","2025-04-16 00:00:00","161.38","8.84"
"2543","臺中港","61","台中港植栽第一區","2680","893","0160","苦楝","120.535907","24.281196","正常","無",,"3.4","5.4","無","2025-04-16 00:00:00","5.62","1.08"
"2544","臺中港","61","台中港植栽第一區","2681","894","0160","苦楝","120.535922","24.281228","正常","無",,"3.4","5.9","無","2025-04-16 00:00:00","6.7","1.19"
"2545","臺中港","61","台中港植栽第一區","2682","895","0373","欖仁","120.53594","24.281272","正常","無",,"4.9","19.6","無","2025-04-16 00:00:00","98.34","5.92"
"2546","臺中港","61","台中港植栽第一區","2683","896","0373","欖仁","120.536044","24.281944","正常","無",,"7.8","28.9","無","2025-04-16 00:00:00","340.35","14.52"
"2547","臺中港","61","台中港植栽第一區","2684","897","0373","欖仁","120.536067","24.281994","正常","無",,"8.4","24.6","無","2025-04-16 00:00:00","265.57","13.07"
"2548","臺中港","61","台中港植栽第一區","2685","898","0373","欖仁","120.536109","24.282088","正常","無",,"7","20.5","無","2025-04-16 00:00:00","153.69","8.89"
"2549","臺中港","61","台中港植栽第一區","2686","899","0373","欖仁","120.536124","24.282123","正常","無",,"5.5","15.1","無","2025-04-16 00:00:00","65.52","4.97"
"2550","臺中港","61","台中港植栽第一區","2687","900","0373","欖仁","120.536146","24.282174","正常","無",,"8","23.8","無","2025-04-16 00:00:00","236.74","12"
"2551","臺中港","61","台中港植栽第一區","2688","901","0373","欖仁","120.536159","24.282204","正常","無",,"7","21.1","無","2025-04-16 00:00:00","162.81","9.19"
"2552","臺中港","61","台中港植栽第一區","2689","902","0373","欖仁","120.536174","24.282246","正常","無",,"9.9","29.6","無","2025-04-16 00:00:00","453.16","18.92"
"2553","臺中港","61","台中港植栽第一區","2690","903","0373","欖仁","120.536193","24.282286","正常","無",,"6.2","20.2","無","2025-04-16 00:00:00","132.17","7.75"
"2554","臺中港","61","台中港植栽第一區","2691","904","0373","欖仁","120.536218","24.282371","正常","無",,"7","22.5","無","2025-04-16 00:00:00","185.14","9.86"
"2555","臺中港","61","台中港植栽第一區","2692","905","0373","欖仁","120.536241","24.282418","正常","無",,"6.9","21","無","2025-04-16 00:00:00","158.97","9"
"2556","臺中港","61","台中港植栽第一區","2693","906","0373","欖仁","120.536281","24.282525","正常","無",,"3.8","9.8","無","2025-04-16 00:00:00","19.07","2.13"
"2557","臺中港","61","台中港植栽第一區","2694","907","0373","欖仁","120.536153","24.281738","正常","無",,"6.2","23","無","2025-04-16 00:00:00","171.35","8.95"
"2558","臺中港","61","台中港植栽第一區","2695","908","0373","欖仁","120.53617","24.281782","正常","無",,"7","30.8","無","2025-04-16 00:00:00","346.92","13.99"
"2559","臺中港","61","台中港植栽第一區","2696","909","0160","苦楝","120.536188","24.281824","正常","無",,"3.2","4.2","無","2025-04-16 00:00:00","3.2","0.77"
"2560","臺中港","61","台中港植栽第一區","2697","910","0160","苦楝","120.536204","24.281868","正常","無",,"4.2","6.9","無","2025-04-16 00:00:00","11.33","1.74"
"2561","臺中港","61","台中港植栽第一區","2698","911","0160","苦楝","120.536217","24.281904","正常","無",,"3.9","6","無","2025-04-16 00:00:00","7.95","1.39"
"2562","臺中港","61","台中港植栽第一區","2699","912","0160","苦楝","120.536233","24.281939","正常","無",,"5.5","7.7","無","2025-04-16 00:00:00","18.47","2.57"
"2563","臺中港","61","台中港植栽第一區","2700","913","0373","欖仁","120.536248","24.281974","正常","無",,"6.7","18.4","無","2025-04-16 00:00:00","118.51","7.55"
"2564","臺中港","61","台中港植栽第一區","2701","914","0373","欖仁","120.536264","24.282009","正常","無",,"5","16.8","無","2025-04-16 00:00:00","73.73","5.09"
"2565","臺中港","61","台中港植栽第一區","2702","915","0373","欖仁","120.536301","24.282114","正常","無",,"6.8","19.2","無","2025-04-16 00:00:00","130.96","8.03"
"2566","臺中港","61","台中港植栽第一區","2703","916","0373","欖仁","120.536317","24.282156","正常","無",,"6.8","20.4","無","2025-04-16 00:00:00","147.84","8.59"
"2567","臺中港","61","台中港植栽第一區","2704","917","0160","苦楝","120.536338","24.282199","正常","無",,"3.2","5.2","無","2025-04-16 00:00:00","4.9","0.98"
"2568","臺中港","61","台中港植栽第一區","2705","918","0160","苦楝","120.536376","24.282294","正常","無",,"3.6","6.1","無","2025-04-16 00:00:00","7.59","1.3"
"2569","臺中港","61","台中港植栽第一區","2706","919","0160","苦楝","120.53639","24.28233","正常","無",,"5","7.2","無","2025-04-16 00:00:00","14.68","2.17"
"2570","臺中港","61","台中港植栽第一區","2707","920","0373","欖仁","120.536408","24.282371","正常","無",,"5.9","21.4","無","2025-04-16 00:00:00","141.16","7.86"
"2571","臺中港","61","台中港植栽第一區","2708","921","0373","欖仁","120.536424","24.282411","正常","無",,"4.7","21.9","無","2025-04-16 00:00:00","117.77","6.42"
"2572","臺中港","61","台中港植栽第一區","2709","922","0373","欖仁","120.536442","24.282459","正常","無",,"5","20.9","無","2025-04-16 00:00:00","114.1","6.49"
"2573","臺中港","61","台中港植栽第一區","2710","923","0124","阿勒勃","120.536464","24.282509","正常","無","下移10公分","6","19.2","無","2025-04-16 00:00:00","192.83","11.83"
"2574","臺中港","61","台中港植栽第一區","2711","924","0373","欖仁","120.536483","24.28256","正常","無",,"4.8","16.9","無","2025-04-16 00:00:00","71.62","4.92"
"2575","臺中港","61","台中港植栽第一區","2712","925","0373","欖仁","120.536501","24.282602","正常","無",,"6.8","29.8","無","2025-04-16 00:00:00","315.48","13.1"
"2576","臺中港","61","台中港植栽第一區","2713","926","0373","欖仁","120.536507","24.282675","正常","無",,"5.6","21.1","無","2025-04-16 00:00:00","130.25","7.35"
"2577","臺中港","61","台中港植栽第一區","2714","927","0124","阿勒勃","120.536523","24.282721","正常","無",,"5.5","12.3","無","2025-04-16 00:00:00","72.54","6.62"
"2578","臺中港","61","台中港植栽第一區","2715","928","0373","欖仁","120.536536","24.282778","正常","無",,"6","22.3","無","2025-04-16 00:00:00","155.88","8.37"
"2579","臺中港","61","台中港植栽第一區","2716","929","0373","欖仁","120.536567","24.282825","正常","無",,"4","20.2","無","2025-04-16 00:00:00","85.27","5"
"2580","臺中港","61","台中港植栽第一區","2717","930","0054","木賊葉木麻黃","120.536836","24.283291","正常","無","下移20公分","10.3","33","無","2025-04-16 00:00:00","788.03","29.89"
"2581","臺中港","61","台中港植栽第一區","2718","931","0054","木賊葉木麻黃","120.536796","24.283327","枯立木","無",,"10","21.5","無","2025-04-16 00:00:00","324.75","18.02"
"2582","臺中港","61","台中港植栽第一區","2719","932","0054","木賊葉木麻黃","120.536809","24.283343","枯立木","無",,"7","19","無","2025-04-16 00:00:00","177.53","11"
"2583","臺中港","61","台中港植栽第一區","2720","933","0054","木賊葉木麻黃","120.53682","24.283375","枯立木","無",,"13","31.1","無","2025-04-16 00:00:00","883.37","35.31"
"2584","臺中港","61","台中港植栽第一區","2721","934","0054","木賊葉木麻黃","120.536829","24.283397","正常","無",,"10","25.1","無","2025-04-16 00:00:00","442.61","21.4"
"2585","臺中港","61","台中港植栽第一區","2722","935","0054","木賊葉木麻黃","120.53689","24.283444","正常","無",,"11.2","34","無","2025-04-16 00:00:00","909.61","33.6"
"2586","臺中港","61","台中港植栽第一區","2723","936","0054","木賊葉木麻黃","120.536876","24.283454","正常","無",,"11.5","30.3","無","2025-04-16 00:00:00","741.76","30.34"
"2587","臺中港","61","台中港植栽第一區","2724","937","0054","木賊葉木麻黃","120.536856","24.283463","正常","無",,"13","37.7","無","2025-04-16 00:00:00","1298.09","43.76"
"2588","臺中港","61","台中港植栽第一區","2725","938","0054","木賊葉木麻黃","120.536865","24.283487","正常","無",,"10.8","29.2","無","2025-04-16 00:00:00","646.94","27.35"
"2589","臺中港","61","台中港植栽第一區","2726","939","0054","木賊葉木麻黃","120.536887","24.283493","正常","無",,"9.2","20","無","2025-04-16 00:00:00","258.54","15.29"
"2590","臺中港","61","台中港植栽第一區","2727","940","0054","木賊葉木麻黃","120.536875","24.283505","正常","無",,"9.7","18.2","無","2025-04-16 00:00:00","225.73","14.52"
"2591","臺中港","61","台中港植栽第一區","2728","941","0054","木賊葉木麻黃","120.536882","24.28352","正常","無",,"10.1","23.4","無","2025-04-16 00:00:00","388.54","19.98"
"2592","臺中港","61","台中港植栽第一區","2729","942","0054","木賊葉木麻黃","120.536886","24.283532","正常","無",,"12","29.5","無","2025-04-16 00:00:00","733.67","30.74"
"2593","臺中港","61","台中港植栽第一區","2730","943","0054","木賊葉木麻黃","120.536893","24.283545","正常","無",,"12","22.8","無","2025-04-16 00:00:00","438.26","23.07"
"2594","臺中港","61","台中港植栽第一區","2731","944","0054","木賊葉木麻黃","120.536922","24.283555","正常","無",,"10.1","19.7","無","2025-04-16 00:00:00","275.38","16.51"
"2595","臺中港","61","台中港植栽第一區","2732","945","0054","木賊葉木麻黃","120.536915","24.283558","正常","無",,"9.2","19.7","無","2025-04-16 00:00:00","250.84","15.04"
"2596","臺中港","61","台中港植栽第一區","2733","946","0054","木賊葉木麻黃","120.536898","24.283561","正常","無",,"12.5","27.5","無","2025-04-16 00:00:00","664.13","29.61"
"2597","臺中港","61","台中港植栽第一區","2734","947","0054","木賊葉木麻黃","120.536908","24.283581","正常","無",,"11.4","25.7","無","2025-04-16 00:00:00","528.99","25.04"
"2598","臺中港","61","台中港植栽第一區","2735","948","0054","木賊葉木麻黃","120.536935","24.283584","正常","無",,"9.9","28.1","無","2025-04-16 00:00:00","549.19","24.02"
"2599","臺中港","61","台中港植栽第一區","2736","949","0054","木賊葉木麻黃","120.536929","24.283588","正常","無",,"10.5","29.2","無","2025-04-16 00:00:00","628.97","26.59"
"2600","臺中港","61","台中港植栽第一區","2737","950","0054","木賊葉木麻黃","120.536912","24.283591","正常","無",,"11.6","32.1","無","2025-04-16 00:00:00","839.74","32.64"
"2601","臺中港","61","台中港植栽第一區","2738","951","0054","木賊葉木麻黃","120.53692","24.283605","正常","無",,"11.5","45.6","無","2025-04-16 00:00:00","1679.98","47.88"
"2602","臺中港","61","台中港植栽第一區","2739","952","0054","木賊葉木麻黃","120.536929","24.283638","正常","無",,"10.5","25.2","無","2025-04-16 00:00:00","468.45","22.57"
"2603","臺中港","61","台中港植栽第一區","2740","953","0054","木賊葉木麻黃","120.536938","24.283651","正常","無",,"11","30.2","無","2025-04-16 00:00:00","704.83","28.92"
"2604","臺中港","61","台中港植栽第一區","2741","954","0054","木賊葉木麻黃","120.536949","24.28367","正常","無",,"10.5","26.9","無","2025-04-16 00:00:00","533.79","24.27"
"2605","臺中港","61","台中港植栽第一區","2742","955","0054","木賊葉木麻黃","120.536957","24.283684","正常","無",,"10.4","26.3","無","2025-04-16 00:00:00","505.38","23.44"
"2606","臺中港","61","台中港植栽第一區","2743","956","0054","木賊葉木麻黃","120.536959","24.283695","正常","無",,"10.6","32","無","2025-04-16 00:00:00","762.58","29.72"
"2607","臺中港","61","台中港植栽第一區","2744","957","0054","木賊葉木麻黃","120.536963","24.283708","正常","無",,"13.2","26.2","無","2025-04-16 00:00:00","636.58","29.62"
"2608","臺中港","61","台中港植栽第一區","2745","958","0054","木賊葉木麻黃","120.536968","24.283717","正常","無","上移30公分","10.8","18","無","2025-04-16 00:00:00","245.84","15.97"
